iata,type,name_en,iana timezone
NOO,airport,Naoro,Pacific/Port_Moresby
NPG,city,Nipa,Pacific/Port_Moresby
NPG,airport,Nipa,Pacific/Port_Moresby
NUG,city,Nuguria,Pacific/Port_Moresby
NUG,airport,Nuguria,Pacific/Port_Moresby
NUT,city,Nutuve,Pacific/Port_Moresby
NUT,airport,Nutuve,Pacific/Port_Moresby
OBM,city,Morobe,Pacific/Port_Moresby
OBM,airport,Morobe,Pacific/Port_Moresby
OBX,city,Obo,Pacific/Port_Moresby
OBX,airport,Obo,Pacific/Port_Moresby
OGE,city,Ogeranang,Pacific/Port_Moresby
OGE,airport,Ogeranang,Pacific/Port_Moresby
OKP,city,Oksapmin,Pacific/Port_Moresby
OKP,airport,Oksapmin,Pacific/Port_Moresby
OLQ,city,Olsobip,Pacific/Port_Moresby
OLQ,airport,Olsobip,Pacific/Port_Moresby
OML,city,Omkalai,Pacific/Port_Moresby
OML,airport,Omkalai,Pacific/Port_Moresby
ONB,city,Ononge,Pacific/Port_Moresby
ONB,airport,Ononge,Pacific/Port_Moresby
OPB,city,Open Bay,Pacific/Port_Moresby
OPB,airport,Open Bay,Pacific/Port_Moresby
OPU,city,Balimo,Pacific/Port_Moresby
OPU,airport,Balimo,Pacific/Port_Moresby
OSE,city,Omora,Pacific/Port_Moresby
OSE,airport,Omora,Pacific/Port_Moresby
OSG,city,Ossima,Pacific/Port_Moresby
OSG,airport,Ossima,Pacific/Port_Moresby
PAW,city,Pambwa,Pacific/Port_Moresby
PAW,airport,Pambwa,Pacific/Port_Moresby
PDI,city,Pindiu,Pacific/Port_Moresby
PDI,airport,Pindiu,Pacific/Port_Moresby
PGB,city,Pangoa,Pacific/Port_Moresby
PGB,airport,Pangoa,Pacific/Port_Moresby
PGE,city,Yegepa,Pacific/Port_Moresby
PGE,airport,Yegepa,Pacific/Port_Moresby
PGN,city,Pangia,Pacific/Port_Moresby
PGN,airport,Pangia,Pacific/Port_Moresby
PLE,city,Paiela,Pacific/Port_Moresby
PLE,airport,Paiela,Pacific/Port_Moresby
PMP,city,Pimaga,Pacific/Port_Moresby
PMP,airport,Pimaga,Pacific/Port_Moresby
PNP,city,Popondetta,Pacific/Port_Moresby
PNP,airport,Girua,Pacific/Port_Moresby
POM,city,Port Moresby,Pacific/Port_Moresby
POM,airport,Jackson Field,Pacific/Port_Moresby
PUA,city,Puas,Pacific/Port_Moresby
PUA,airport,Puas,Pacific/Port_Moresby
PUI,city,Pureni,Pacific/Port_Moresby
PUI,airport,Pureni,Pacific/Port_Moresby
RAA,city,Rakanda,Pacific/Port_Moresby
RAA,airport,Rakanda,Pacific/Port_Moresby
RAB,city,Rabaul,Pacific/Port_Moresby
RAB,airport,Tokua,Pacific/Port_Moresby
RAW,city,Arawa,Pacific/Port_Moresby
RAW,airport,Arawa,Pacific/Port_Moresby
RGE,city,Porgera,Pacific/Port_Moresby
RGE,airport,Porgera,Pacific/Port_Moresby
RKU,city,Yule Island,Pacific/Port_Moresby
RKU,airport,Kairuku,Pacific/Port_Moresby
RMN,city,Rumginae,Pacific/Port_Moresby
RMN,airport,Rumginae,Pacific/Port_Moresby
RNR,city,Robinson River,Pacific/Port_Moresby
RNR,airport,Robinson River,Pacific/Port_Moresby
SAM,city,Salamo,Pacific/Port_Moresby
SAM,airport,Salamo,Pacific/Port_Moresby
SBE,city,Suabi,Pacific/Port_Moresby
SBE,airport,Suabi,Pacific/Port_Moresby
SBR,city,Saibai Island,Pacific/Port_Moresby
SBR,airport,Saibai Island,Pacific/Port_Moresby
SDI,city,Saidor,Pacific/Port_Moresby
SDI,airport,Saidor,Pacific/Port_Moresby
SFU,city,Safia,Pacific/Port_Moresby
SFU,airport,Safia,Pacific/Port_Moresby
SGB,city,Singaua,Pacific/Port_Moresby
SGB,airport,Singaua,Pacific/Port_Moresby
SGJ,city,Sagarai,Pacific/Port_Moresby
SGJ,airport,Sagarai,Pacific/Port_Moresby
SGK,city,Sangapi,Pacific/Port_Moresby
SGK,airport,Sangapi,Pacific/Port_Moresby
SIL,city,Sila,Pacific/Port_Moresby
SIL,airport,Sila,Pacific/Port_Moresby
SIM,city,Simbai,Pacific/Port_Moresby
SIM,airport,Simbai,Pacific/Port_Moresby
SIZ,city,Sissano,Pacific/Port_Moresby
SIZ,airport,Sissano,Pacific/Port_Moresby
SKC,city,Suki,Pacific/Port_Moresby
SKC,airport,Suki,Pacific/Port_Moresby
SMH,city,Sapmanga,Pacific/Port_Moresby
SMH,airport,Sapmanga,Pacific/Port_Moresby
SPV,city,Sepik Plains,Pacific/Port_Moresby
SPV,airport,Sepik Plains,Pacific/Port_Moresby
SQT,city,Samarai Island,Pacific/Port_Moresby
SQT,airport,China Straits Airstrip,Pacific/Port_Moresby
SSS,city,Siassi,Pacific/Port_Moresby
SSS,airport,Siassi,Pacific/Port_Moresby
SUZ,city,Suria,Pacific/Port_Moresby
SUZ,airport,Suria,Pacific/Port_Moresby
SWE,city,Siwea,Pacific/Port_Moresby
SWE,airport,Siwea,Pacific/Port_Moresby
SWG,city,Satwag,Pacific/Port_Moresby
SWG,airport,Satwag,Pacific/Port_Moresby
SXA,city,Sialum,Pacific/Port_Moresby
SXA,airport,Sialum,Pacific/Port_Moresby
SXH,city,Sehulea,Pacific/Port_Moresby
SXH,airport,Sehulea,Pacific/Port_Moresby
SXW,city,Sauren,Pacific/Port_Moresby
SXW,airport,Sauren,Pacific/Port_Moresby
TAJ,airport,Tadji,Pacific/Port_Moresby
TBA,city,Tabibuga,Pacific/Port_Moresby
TBA,airport,Tabibuga,Pacific/Port_Moresby
TBE,city,Timbunke,Pacific/Port_Moresby
TBE,airport,Timbunke,Pacific/Port_Moresby
TBG,city,Tabubil,Pacific/Port_Moresby
TBG,airport,Tabubil,Pacific/Port_Moresby
TBQ,city,Tarabo,Pacific/Port_Moresby
TBQ,airport,Tarabo,Pacific/Port_Moresby
TCJ,city,Torembi,Pacific/Port_Moresby
TCJ,airport,Torembi Airport,Pacific/Port_Moresby
TCK,city,Tinboli,Pacific/Port_Moresby
TCK,airport,Tinboli Airport,Pacific/Port_Moresby
TDB,city,Tetabedi,Pacific/Port_Moresby
TDB,airport,Tetabedi,Pacific/Port_Moresby
TEO,city,Terapo,Pacific/Port_Moresby
TEO,airport,Terapo,Pacific/Port_Moresby
TEP,city,Teptep,Pacific/Port_Moresby
TEP,airport,Teptep,Pacific/Port_Moresby
TFI,city,Tufi,Pacific/Port_Moresby
TFI,airport,Tufi,Pacific/Port_Moresby
TFM,city,Telefomin,Pacific/Port_Moresby
TFM,airport,Telefomin,Pacific/Port_Moresby
TGL,city,Tagula,Pacific/Port_Moresby
TGL,airport,Tagula,Pacific/Port_Moresby
TIG,city,Tingwon,Pacific/Port_Moresby
TIG,airport,Tingwon,Pacific/Port_Moresby
TIZ,city,Tari,Pacific/Port_Moresby
TIZ,airport,Tari,Pacific/Port_Moresby
TKB,city,Tekadu,Pacific/Port_Moresby
TKB,airport,Tekadu,Pacific/Port_Moresby
TKW,city,Tekin,Pacific/Port_Moresby
TKW,airport,Tekin,Pacific/Port_Moresby
TLP,city,Tumolbil,Pacific/Port_Moresby
TLP,airport,Tumolbil,Pacific/Port_Moresby
TLW,city,Talasea,Pacific/Port_Moresby
TLW,airport,Talasea,Pacific/Port_Moresby
TOK,city,Torokina,Pacific/Port_Moresby
TOK,airport,Torokina,Pacific/Port_Moresby
TON,city,Tonu,Pacific/Port_Moresby
TON,airport,Tonu,Pacific/Port_Moresby
TPI,city,Tapini,Pacific/Port_Moresby
TPI,airport,Tapini,Pacific/Port_Moresby
TRJ,city,Tarakbits,Pacific/Port_Moresby
TRJ,airport,Tarakbits,Pacific/Port_Moresby
TSI,city,Tsili Tsili,Pacific/Port_Moresby
TSI,airport,Tsili Tsili,Pacific/Port_Moresby
TSK,city,Taskul,Pacific/Port_Moresby
TSK,airport,Taskul,Pacific/Port_Moresby
TSW,city,Tsewi,Pacific/Port_Moresby
TSW,airport,Tsewi,Pacific/Port_Moresby
TUT,city,Tauta,Pacific/Port_Moresby
TUT,airport,Tauta,Pacific/Port_Moresby
UAE,city,Mount Aue,Pacific/Port_Moresby
UAE,airport,Mount Aue,Pacific/Port_Moresby
UBI,city,Buin,Pacific/Port_Moresby
UBI,airport,Buin,Pacific/Port_Moresby
UKU,city,Nuku,Pacific/Port_Moresby
UKU,airport,Nuku,Pacific/Port_Moresby
ULE,city,Sule,Pacific/Port_Moresby
ULE,airport,Sule,Pacific/Port_Moresby
UMC,city,Umba,Pacific/Port_Moresby
UMC,airport,Umba,Pacific/Port_Moresby
UNG,city,Kiunga,Pacific/Port_Moresby
UNG,airport,Kiunga,Pacific/Port_Moresby
UPR,city,Upiara,Pacific/Port_Moresby
UPR,airport,Upiara,Pacific/Port_Moresby
URU,city,Uroubi,Pacific/Port_Moresby
URU,airport,Uroubi,Pacific/Port_Moresby
USO,city,Usino,Pacific/Port_Moresby
USO,airport,Usino,Pacific/Port_Moresby
UUU,city,Manumu,Pacific/Port_Moresby
UUU,airport,Manumu,Pacific/Port_Moresby
UVO,city,Uvol,Pacific/Port_Moresby
UVO,airport,Uvol,Pacific/Port_Moresby
VAI,city,Vanimo,Pacific/Port_Moresby
VAI,airport,Vanimo,Pacific/Port_Moresby
VIV,city,Vivigani,Pacific/Port_Moresby
VIV,airport,Vivigani,Pacific/Port_Moresby
VMU,city,Baimuru,Pacific/Port_Moresby
VMU,airport,Baimuru,Pacific/Port_Moresby
WAB,city,Wabag,Pacific/Port_Moresby
WAB,airport,Wabag,Pacific/Port_Moresby
WAJ,city,Wawoi Falls,Pacific/Port_Moresby
WAJ,airport,Wawoi Falls,Pacific/Port_Moresby
WBC,city,Wapolu,Pacific/Port_Moresby
WBC,airport,Wapolu,Pacific/Port_Moresby
WBM,city,Wapenamanda,Pacific/Port_Moresby
WBM,airport,Wapenamanda,Pacific/Port_Moresby
WEP,city,Weam,Pacific/Port_Moresby
WEP,airport,Weam,Pacific/Port_Moresby
WGU,city,Wagau,Pacific/Port_Moresby
WGU,airport,Wagau,Pacific/Port_Moresby
WIU,city,Witu,Pacific/Port_Moresby
WIU,airport,Witu,Pacific/Port_Moresby
WKN,city,Wakunai,Pacific/Port_Moresby
WKN,airport,Wakunai,Pacific/Port_Moresby
WNU,city,Wanuma,Pacific/Port_Moresby
WNU,airport,Wanuma,Pacific/Port_Moresby
WOA,city,Wonenara,Pacific/Port_Moresby
WOA,airport,Wonenara,Pacific/Port_Moresby
WPM,city,Wipim,Pacific/Port_Moresby
WPM,airport,Wipim,Pacific/Port_Moresby
WSA,city,Wasua,Pacific/Port_Moresby
WSA,airport,Wasua,Pacific/Port_Moresby
WSU,city,Wasu,Pacific/Port_Moresby
WSU,airport,Wasu,Pacific/Port_Moresby
WTP,city,Woitape,Pacific/Port_Moresby
WTP,airport,Woitape,Pacific/Port_Moresby
WTT,city,Wantoat,Pacific/Port_Moresby
WTT,airport,Wantoat,Pacific/Port_Moresby
WUG,city,Wau,Pacific/Port_Moresby
WUG,airport,Wau,Pacific/Port_Moresby
WUM,city,Wasum,Pacific/Port_Moresby
WUM,airport,Wasum,Pacific/Port_Moresby
WUV,city,Wuvulu Island,Pacific/Port_Moresby
WUV,airport,Wuvulu Island,Pacific/Port_Moresby
WWK,city,Wewak,Pacific/Port_Moresby
WWK,airport,Boram,Pacific/Port_Moresby
XBN,city,Biniguni,Pacific/Port_Moresby
XBN,airport,Biniguni,Pacific/Port_Moresby
XYR,city,Yellow River,Pacific/Port_Moresby
XYR,airport,Yellow River,Pacific/Port_Moresby
YEQ,city,Yenkis,Pacific/Port_Moresby
YEQ,airport,Yenkis,Pacific/Port_Moresby
MWU,city,Mussau,Pacific/Ponape
MWU,airport,Mussau,Pacific/Ponape
PNI,city,Pohnpei,Pacific/Ponape
PNI,airport,Pohnpei,Pacific/Ponape
TKK,city,Truk,Pacific/Ponape
TKK,airport,Truk,Pacific/Ponape
ROR,city,Koror,Pacific/Palau
ROR,airport,Babelthuap/Koror,Pacific/Palau
FTI,city,Fitiuta,Pacific/Pago_Pago
FTI,airport,Fitiuta,Pacific/Pago_Pago
OFU,city,Vaoto,Pacific/Pago_Pago
OFU,airport,Airstrip,Pacific/Pago_Pago
PPG,city,Pago Pago,Pacific/Pago_Pago
PPG,airport,International,Pacific/Pago_Pago
TAV,city,Fiti'Uta Village,Pacific/Pago_Pago
TAV,airport,Tau Island Airport,Pacific/Pago_Pago
BMY,city,Belep Island,Pacific/Noumea
BMY,airport,Belep Island,Pacific/Noumea
CDE,city,Caledonia,Pacific/Noumea
CDE,airport,Caledonia,Pacific/Noumea
GEA,airport,Magenta,Pacific/Noumea
HLU,city,Houailou,Pacific/Noumea
HLU,airport,Houailou,Pacific/Noumea
HNG,city,Hienghene,Pacific/Noumea
HNG,airport,Hienghene,Pacific/Noumea
ILP,city,Ile Des Pins,Pacific/Noumea
ILP,airport,Ile Des Pins,Pacific/Noumea
IOU,city,Ile Ouen,Pacific/Noumea
IOU,airport,Ile Ouen,Pacific/Noumea
KNQ,city,Kone,Pacific/Noumea
KNQ,airport,Kone,Pacific/Noumea
KOC,city,Koumac,Pacific/Noumea
KOC,airport,Koumac,Pacific/Noumea
LIF,city,Lifou,Pacific/Noumea
LIF,airport,Lifou,Pacific/Noumea
MEE,city,Mare,Pacific/Noumea
MEE,airport,Mare,Pacific/Noumea
NOU,city,Noumea,Pacific/Noumea
NOU,airport,Tontouta,Pacific/Noumea
OUU,city,Ouanga,Pacific/Noumea
OUU,airport,Ouanga,Pacific/Noumea
PDC,city,Mueo,Pacific/Noumea
PDC,airport,Mueo,Pacific/Noumea
PUV,city,Poum,Pacific/Noumea
PUV,airport,Poum,Pacific/Noumea
TOU,city,Touho,Pacific/Noumea
TOU,airport,Touho,Pacific/Noumea
UVE,city,Ouvea,Pacific/Noumea
UVE,airport,Ouvea,Pacific/Noumea
NLK,city,Norfolk Island,Pacific/Norfolk
NLK,airport,Norfolk Island,Pacific/Norfolk
IUE,city,Niue Island,Pacific/Niue
IUE,airport,Hanan,Pacific/Niue
INU,city,Nauru Island,Pacific/Nauru
INU,airport,Nauru International,Pacific/Nauru
IMI,city,Ine Island,Pacific/Majuro
IMI,airport,Ine Island,Pacific/Majuro
JEJ,city,Jeh,Pacific/Majuro
JEJ,airport,Jeh,Pacific/Majuro
KIO,city,Kili Island,Pacific/Majuro
KIO,airport,Kili Island,Pacific/Majuro
MAJ,city,Majuro,Pacific/Majuro
MAJ,airport,Amata Kabua International,Pacific/Majuro
MAV,city,Maloelap Island,Pacific/Majuro
MAV,airport,Maloelap Island,Pacific/Majuro
MJB,city,Mejit Island,Pacific/Majuro
MJB,airport,Mejit Island,Pacific/Majuro
TIC,city,Tinak Island,Pacific/Majuro
TIC,airport,Tinak Island,Pacific/Majuro
UIT,city,Jaluit Island,Pacific/Majuro
UIT,airport,Jaluit Island,Pacific/Majuro
WTE,city,Wotje Island,Pacific/Majuro
WTE,airport,Wotje Island,Pacific/Majuro
AIC,city,Airok,Pacific/Kwajalein
AIC,airport,Airok,Pacific/Kwajalein
AIM,city,Ailuk Island,Pacific/Kwajalein
AIM,airport,Ailuk Island,Pacific/Kwajalein
BII,city,Bikini Atoll,Pacific/Kwajalein
BII,airport,Enyu Airfield,Pacific/Kwajalein
ENT,city,Enewetak Island,Pacific/Kwajalein
ENT,airport,Enewetak Island,Pacific/Kwajalein
KBT,city,Kaben,Pacific/Kwajalein
KBT,airport,Kaben,Pacific/Kwajalein
KWA,city,Kwajalein,Pacific/Kwajalein
KWA,airport,Kwajalein,Pacific/Kwajalein
LIK,city,Likiep Island,Pacific/Kwajalein
LIK,airport,Likiep Island,Pacific/Kwajalein
LML,city,Lae Island,Pacific/Kwajalein
LML,airport,Lae Island,Pacific/Kwajalein
LOF,city,Loen,Pacific/Kwajalein
LOF,airport,Loen,Pacific/Kwajalein
MJE,city,Majkin,Pacific/Kwajalein
MJE,airport,Majkin,Pacific/Kwajalein
NDK,city,Namdrik Island,Pacific/Kwajalein
NDK,airport,Namdrik Island,Pacific/Kwajalein
UJE,city,Ujae Island,Pacific/Kwajalein
UJE,airport,Ujae Island,Pacific/Kwajalein
UTK,city,Utirik Island,Pacific/Kwajalein
UTK,airport,Utirik Island,Pacific/Kwajalein
WJA,city,Woja,Pacific/Kwajalein
WJA,airport,Woja,Pacific/Kwajalein
WTO,city,Wotho Island,Pacific/Kwajalein
WTO,airport,Wotho Island,Pacific/Kwajalein
KSA,city,Kosrae,Pacific/Kosrae
KSA,airport,Kosrae,Pacific/Kosrae
CXI,city,Christmas Island,Pacific/Kiritimati
CXI,airport,Cassidy International Airport,Pacific/Kiritimati
EUA,city,Eua,Pacific/Johnston
EUA,airport,Kaufana,Pacific/Johnston
JON,city,Johnston Island,Pacific/Johnston
JON,airport,Johnston Island,Pacific/Johnston
AHT,city,Amchitka,Pacific/Honolulu
AHT,airport,Amchitka,Pacific/Honolulu
ALU,city,Alula,Pacific/Honolulu
ALU,airport,Alula,Pacific/Honolulu
BKH,city,Kekaha,Pacific/Honolulu
BKH,airport,Barking Sands PMRF,Pacific/Honolulu
BLW,city,Waimanalo,Pacific/Honolulu
BLW,airport,Bellows Field,Pacific/Honolulu
BSF,city,Pohakuloa,Pacific/Honolulu
BSF,airport,Bradshaw AAF,Pacific/Honolulu
HHI,city,Wahiawa,Pacific/Honolulu
HHI,airport,Wheeler AFB,Pacific/Honolulu
HIK,airport,Hickam AFB,Pacific/Honolulu
HNL,city,Honolulu,Pacific/Honolulu
HNL,airport,Honolulu International,Pacific/Honolulu
HNM,airport,Hana,Pacific/Honolulu
HNM,city,Hana,Pacific/Honolulu
ITO,city,Hilo,Pacific/Honolulu
ITO,airport,Hilo International,Pacific/Honolulu
KOA,airport,Kona International Airport,Pacific/Honolulu
KOA,city,Kona,Pacific/Honolulu
LHP,city,Lehu,Pacific/Honolulu
LHP,airport,Lehu,Pacific/Honolulu
LIH,city,Lihue,Pacific/Honolulu
LIH,airport,Lihue,Pacific/Honolulu
LNY,city,Lanai City,Pacific/Honolulu
LNY,airport,Lanai City,Pacific/Honolulu
LUP,airport,Kalaupapa,Pacific/Honolulu
LUP,city,Kalaupapa,Pacific/Honolulu
MKK,airport,Molokai,Pacific/Honolulu
MKK,city,Hoolehua,Pacific/Honolulu
MUE,airport,Kamuela,Pacific/Honolulu
MUE,city,Kamuela,Pacific/Honolulu
NAX,city,Kapolei,Pacific/Honolulu
NAX,airport,Kalaeloa John Rodgers Field,Pacific/Honolulu
NRI,city,Shangri-la,Pacific/Honolulu
NRI,airport,Shangri-la,Pacific/Honolulu
OGG,city,Maui,Pacific/Honolulu
OGG,airport,Kahului,Pacific/Honolulu
PAK,city,Hanapepe,Pacific/Honolulu
PAK,airport,Port Allen,Pacific/Honolulu
SYA,city,Shemya,Pacific/Honolulu
SYA,airport,Shemya AFB,Pacific/Honolulu
UPP,city,Upolu Point,Pacific/Honolulu
UPP,airport,Upolu Point,Pacific/Honolulu
WKL,city,Waikoloa,Pacific/Honolulu
WKL,airport,Waikoloa Airport,Pacific/Honolulu
GUM,city,Agana,Pacific/Guam
GUM,airport,Guam International,Pacific/Guam
NGM,airport,Agana NAS,Pacific/Guam
AVU,city,Avu Avu,Pacific/Guadalcanal
AVU,airport,Avu Avu,Pacific/Guadalcanal
BAS,city,Balalae,Pacific/Guadalcanal
BAS,airport,Balalae,Pacific/Guadalcanal
BNY,city,Bellona,Pacific/Guadalcanal
BNY,airport,Bellona,Pacific/Guadalcanal
CHY,city,Choiseul Bay,Pacific/Guadalcanal
CHY,airport,Choiseul Bay,Pacific/Guadalcanal
FRE,city,Fera Island,Pacific/Guadalcanal
FRE,airport,Fera Island,Pacific/Guadalcanal
GSI,city,Guadalcanal,Pacific/Guadalcanal
GSI,airport,Guadalcanal,Pacific/Guadalcanal
GZO,city,Gizo,Pacific/Guadalcanal
GZO,airport,Gizo,Pacific/Guadalcanal
HIR,city,Honiara,Pacific/Guadalcanal
HIR,airport,Henderson International,Pacific/Guadalcanal
IRA,city,Kirakira,Pacific/Guadalcanal
IRA,airport,Kirakira,Pacific/Guadalcanal
MBU,city,Mbambanakira,Pacific/Guadalcanal
MBU,airport,Mbambanakira,Pacific/Guadalcanal
MUA,city,Munda,Pacific/Guadalcanal
MUA,airport,Munda,Pacific/Guadalcanal
PRS,city,Parasi,Pacific/Guadalcanal
PRS,airport,Parasi,Pacific/Guadalcanal
RIN,city,Ringi Cove,Pacific/Guadalcanal
RIN,airport,Ringi Cove,Pacific/Guadalcanal
RNL,city,Rennell,Pacific/Guadalcanal
RNL,airport,Rennell,Pacific/Guadalcanal
RUS,city,Marau Sound,Pacific/Guadalcanal
RUS,airport,Marau Sound,Pacific/Guadalcanal
SCZ,city,Santa Cruz Island,Pacific/Guadalcanal
SCZ,airport,Santa Cruz Island,Pacific/Guadalcanal
XYA,city,Yandina,Pacific/Guadalcanal
XYA,airport,Yandina,Pacific/Guadalcanal
AUQ,city,Atuona,Pacific/Gambier
AUQ,airport,Atuona,Pacific/Gambier
GMR,city,Gambier Island,Pacific/Gambier
GMR,airport,Gambier Island,Pacific/Gambier
HIX,city,Hiva Oa,Pacific/Gambier
HIX,airport,Hiva Oa,Pacific/Gambier
NHV,city,Nuku Hiva,Pacific/Gambier
NHV,airport,Nuku Hiva,Pacific/Gambier
UAH,city,Ua Huka,Pacific/Gambier
UAH,airport,Ua Huka,Pacific/Gambier
UAP,city,Ua Pou,Pacific/Gambier
UAP,airport,Ua Pou,Pacific/Gambier
GPS,city,Galapagos Island,Pacific/Galapagos
GPS,airport,Baltra,Pacific/Galapagos
SCY,city,Puerto Baquerizo Moreno,Pacific/Galapagos
SCY,airport,San Cristobal,Pacific/Galapagos
FUN,city,Funafuti Atoll,Pacific/Funafuti
FUN,airport,International,Pacific/Funafuti
AQS,city,Saqani,Pacific/Fiji
AQS,airport,Saqani,Pacific/Fiji
CST,city,Castaway,Pacific/Fiji
CST,airport,Castaway,Pacific/Fiji
KAY,city,Wakaya Island,Pacific/Fiji
KAY,airport,Wakaya Island,Pacific/Fiji
KDV,city,Kandavu,Pacific/Fiji
KDV,airport,Kandavu,Pacific/Fiji
KVU,city,Korolevu,Pacific/Fiji
KVU,airport,Korolevu,Pacific/Fiji
KXF,city,Koro Island,Pacific/Fiji
KXF,airport,Koro Island,Pacific/Fiji
LBS,airport,Labasa,Pacific/Fiji
LBS,city,Labasa,Pacific/Fiji
LEV,city,Bureta,Pacific/Fiji
LEV,airport,Levuka Airfield,Pacific/Fiji
LKB,airport,Lakeba,Pacific/Fiji
LKB,city,Lakeba,Pacific/Fiji
LUC,city,Laucala Island,Pacific/Fiji
LUC,airport,Laucala Island,Pacific/Fiji
MFJ,city,Moala,Pacific/Fiji
MFJ,airport,Moala,Pacific/Fiji
MNF,city,Mana Island,Pacific/Fiji
MNF,airport,Mana Island Airstrip,Pacific/Fiji
NAN,airport,Nadi International,Pacific/Fiji
NAN,city,Nadi,Pacific/Fiji
NGI,city,Ngau Island,Pacific/Fiji
NGI,airport,Ngau Island,Pacific/Fiji
NTA,city,Natadola,Pacific/Fiji
NTA,airport,Natadola,Pacific/Fiji
ONU,city,Ono I Lau,Pacific/Fiji
ONU,airport,Ono I Lau,Pacific/Fiji
PHR,city,Pacific Harbor,Pacific/Fiji
PHR,airport,Pacific Harbor,Pacific/Fiji
PTF,city,Malololailai,Pacific/Fiji
PTF,airport,Malololailai,Pacific/Fiji
RTA,airport,Rotuma Island,Pacific/Fiji
RTA,city,Rotuma Island,Pacific/Fiji
SUV,city,Suva,Pacific/Fiji
SUV,airport,Nausori,Pacific/Fiji
SVU,airport,Savusavu,Pacific/Fiji
SVU,city,Savusavu,Pacific/Fiji
TVU,airport,Matei,Pacific/Fiji
TVU,city,Taveuni,Pacific/Fiji
VAU,city,Vatukoula,Pacific/Fiji
VAU,airport,Vatukoula,Pacific/Fiji
VBV,airport,Vanuabalavu,Pacific/Fiji
VBV,city,Vanuabalavu,Pacific/Fiji
VTF,city,Vatulele,Pacific/Fiji
VTF,airport,Vatulele,Pacific/Fiji
YAS,city,Yasawa Island,Pacific/Fiji
YAS,airport,Yasawa Island,Pacific/Fiji
AUY,city,Aneityum,Pacific/Efate
AUY,airport,Aneityum,Pacific/Efate
AWD,city,Aniwa,Pacific/Efate
AWD,airport,Aniwa,Pacific/Efate
CCV,city,Craig Cove,Pacific/Efate
CCV,airport,Craig Cove,Pacific/Efate
DLY,city,Dillons Bay,Pacific/Efate
DLY,airport,Dillons Bay,Pacific/Efate
EAE,city,Emae,Pacific/Efate
EAE,airport,Emae,Pacific/Efate
FTA,city,Futuna Island,Pacific/Efate
FTA,airport,Futuna Airport,Pacific/Efate
LNB,city,Lamen Bay,Pacific/Efate
LNB,airport,Lamen Bay,Pacific/Efate
LNE,city,Lonorore,Pacific/Efate
LNE,airport,Lonorore,Pacific/Efate
LOD,city,Longana,Pacific/Efate
LOD,airport,Longana,Pacific/Efate
LPM,city,Lamap,Pacific/Efate
LPM,airport,Lamap,Pacific/Efate
MTV,city,Mota Lava,Pacific/Efate
MTV,airport,Mota Lava,Pacific/Efate
MWF,city,Maewo,Pacific/Efate
MWF,airport,Maewo,Pacific/Efate
NUS,city,Norsup,Pacific/Efate
NUS,airport,Norsup,Pacific/Efate
OLJ,city,Olpoi,Pacific/Efate
OLJ,airport,Olpoi,Pacific/Efate
SLH,city,Sola,Pacific/Efate
SLH,airport,Sola,Pacific/Efate
SON,city,Espiritu Santo,Pacific/Efate
SON,airport,Pekoa,Pacific/Efate
TAH,city,Tanna,Pacific/Efate
TAH,airport,Tanna,Pacific/Efate
TGH,city,Tongoa,Pacific/Efate
TGH,airport,Tongoa,Pacific/Efate
VLI,city,Port Vila,Pacific/Efate
VLI,airport,Bauerfield,Pacific/Efate
VLS,city,Valesdir,Pacific/Efate
VLS,airport,Valesdir,Pacific/Efate
WLH,city,Walaha,Pacific/Efate
WLH,airport,Walaha,Pacific/Efate
IPC,city,Easter Island,Pacific/Easter
IPC,airport,Mataveri International,Pacific/Easter
YAP,city,Yap,Pacific/Chuuk
YAP,airport,Yap International,Pacific/Chuuk
CHT,city,Chatham Island,Pacific/Chatham
CHT,airport,Karewa,Pacific/Chatham
AKL,city,Auckland,Pacific/Auckland
AKL,airport,Auckland International,Pacific/Auckland
ALR,city,Alexandra,Pacific/Auckland
ALR,airport,Alexandra,Pacific/Auckland
AMZ,city,Ardmore,Pacific/Auckland
AMZ,airport,Ardmore,Pacific/Auckland
ASG,city,Ashburton,Pacific/Auckland
ASG,airport,Ashburton,Pacific/Auckland
BHE,airport,Woodbourne Air Station,Pacific/Auckland
BHE,city,Blenheim,Pacific/Auckland
BSZ,city,Bartletts,Pacific/Auckland
BSZ,airport,Bartletts,Pacific/Auckland
CHC,city,Christchurch,Pacific/Auckland
CHC,airport,Christchurch International,Pacific/Auckland
CMV,city,Coromandel,Pacific/Auckland
CMV,airport,Coromandel,Pacific/Auckland
DGR,city,Dargaville,Pacific/Auckland
DGR,airport,Dargaville,Pacific/Auckland
DUD,city,Dunedin,Pacific/Auckland
DUD,airport,Dunedin International,Pacific/Auckland
FGL,city,Fox Glacier,Pacific/Auckland
FGL,airport,Fox Glacier,Pacific/Auckland
GBS,city,Port Fitzroy,Pacific/Auckland
GBS,airport,Port Fitzroy,Pacific/Auckland
GBZ,city,Great Barrier Island,Pacific/Auckland
GBZ,airport,Great Barrier Island,Pacific/Auckland
GIS,airport,Gisborne,Pacific/Auckland
GIS,city,Gisborne,Pacific/Auckland
GMN,city,Greymouth,Pacific/Auckland
GMN,airport,Greymouth,Pacific/Auckland
GTN,airport,Glentanner,Pacific/Auckland
HKK,airport,Hokitika Airport,Pacific/Auckland
